time,ch1,ch2,ch3
185000.0,-61.75779975083268,-63.8910731981916,-66.31035647671683
185500.0,-64.22410044330489,-65.43563832269612,-67.03492484838864
186000.0,-63.53109033137055,-64.14850071894236,-66.5582351301835
186500.0,-67.44455919876447,-67.19802673398975,-68.00737187352712
187000.0,-68.58598761842102,-67.81189236039539,-68.46499400300405
187500.0,-65.73241656927962,-66.06930606608259,-67.79762839751686
188000.0,-63.71453418452964,-64.58414729252056,-66.5200999527271
188500.0,-61.81894770188571,-63.41582239065175,-65.92900470215272
189000.0,-69.19746712895132,-67.25743308493223,-65.8336667585117
189500.0,-65.52859006576952,-66.32673358683334,-67.81669598624507
190000.0,-64.2444830936559,-65.09900233402206,-67.45441180040916
190500.0,-67.66876835262558,-67.73268389247208,-68.6175347128297
191000.0,-63.08267202364833,-64.18810495290401,-66.71077584000915
191500.0,-63.14381997470136,-65.0593981000604,-67.30187109058352
192000.0,-60.657136631878146,-62.90096734915024,-66.06247782325016
192500.0,-63.44955972996651,-65.37623197175364,-67.14933038075787
193000.0,-65.44705946436548,-65.89108701325515,-66.61543789636812
193500.0,-65.63050331752457,-66.00989971514011,-66.34849165417324
194000.0,-66.73116643647911,-66.4455462887183,-66.29128888798863
194500.0,-68.44330906596394,-65.55445102458108,-63.62182646603985
195000.0,-63.24573322645641,-64.80197057930965,-66.11968058943478
195500.0,-61.43167734521652,-63.73265626234498,-65.8527343472399
196000.0,-64.02027393979479,-65.11880445100289,-66.1959509443476
196500.0,-63.91836068803974,-63.851468964229944,-65.10909838683989
197000.0,-66.20121752735285,-65.69306584344687,-65.92900470215272
197500.0,-65.95662572314073,-65.43563832269612,-65.8527343472399
198000.0,-66.64963583507507,-66.40594205475665,-66.36755924290145
198500.0,-62.511957813820054,-64.60394940950138,-66.99678967093223
199000.0,-60.514458079421075,-63.11879063593934,-65.92900470215272
199500.0,-63.91836068803974,-64.64355364346304,-65.35697704030656
200000.0,-65.12093705874932,-64.66335576044386,-64.63240866863474
200500.0,-65.65088596787558,-65.11880445100289,-64.57520590245012
201000.0,-64.28524839435792,-64.50493882459725,-64.70867902354756
201500.0,-61.96162625434278,-63.97028166611491,-64.80401696718859
202000.0,-61.90047830328975,-63.13859275292017,-63.69809682095267
202500.0,-63.18458527540338,-64.00988590007657,-64.00317824060396
203000.0,-64.28524839435792,-64.34652188875063,-63.77436717586549
203500.0,-64.2444830936559,-64.14850071894236,-63.73623199840908
204000.0,-63.20496792575439,-64.14850071894236,-64.00317824060396
204500.0,-65.67126861822659,-66.16831665098672,-64.842152144645
205000.0,-62.14507010750187,-64.68315787742469,-65.490450161404
205500.0,-61.24823349205743,-63.772260496306636,-64.99469285447064
206000.0,-65.46744211471649,-66.30693146985251,-65.68112604868605
206500.0,-66.93499293998921,-66.98020344720065,-65.81459916978349
207000.0,-66.14006957629982,-66.88119286229652,-66.50103236399889
207500.0,-65.10055440839831,-66.38613993777582,-66.67264066255274
208000.0,-65.16170235945134,-66.62376534154576,-66.65357307382453
208500.0,-63.57185563207257,-65.03959598307958,-65.09003079811168
209000.0,-62.02277420539581,-63.356416039709266,-63.926907885691136
209500.0,-65.14131970910033,-64.62375152648221,-63.431150578757794
210000.0,-66.36427873016093,-65.0593981000604,-63.221407102747534
210500.0,-64.10180454119883,-64.40592823969311,-63.39301540130138
211000.0,-62.6138710655751,-63.990083783095734,-63.850637530778314
211500.0,-62.36927926136298,-64.00988590007657,-63.86970511950652
212000.0,-63.61262093277459,-64.1088964849807,-63.1070015703783
212500.0,-62.491575163469044,-62.02967420199384,-61.257445463742364
213000.0,-65.77318186998164,-64.762366345348,-62.89725809436804
213500.0,-66.20121752735285,-65.35642985477281,-63.717164409680876
214000.0,-64.40754429646398,-65.1980129189262,-64.30825966025525
214500.0,-63.73491683488065,-65.35642985477281,-64.842152144645
